timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-03-20T14:16:35,codecarbon,5205d5b4-c63c-4e29-a84b-f7dffc625b86,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.0027141669997945,7.374091025855242e-09,2.7168892063065563e-06,42.5,0.0,3.0,1.6531709196796232e-08,0.0,5.94756663000832e-10,1.7126465859797062e-08,0.0,South Korea,KOR,gyeonggi-do,,,macOS-26.3.1-arm64-arm-64bit,3.10.14,3.2.5,10,Apple M4,0,,126.8183,37.6792,16.0,machine,0,0,0,0,N,1.0,0.0
2026-03-20T14:49:59,codecarbon,5205d5b4-c63c-4e29-a84b-f7dffc625b86,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,2003.1857590830186,0.010901098549125268,5.441881013628697e-06,42.5,0.0,3.0,0.02364868980343561,0.0,0.0016693177287841535,0.025318007532219765,0.0,South Korea,KOR,gyeonggi-do,,,macOS-26.3.1-arm64-arm-64bit,3.10.14,3.2.5,10,Apple M4,0,,126.8183,37.6792,16.0,machine,0,0,0,0,N,1.0,0.0
